,Name,Price,Producer,MPN,EAN,UPC,Socket,Chipset,Unlocked,Form Factor,Memory Type,Memory Capacity,RAM Slots,SATA,VGA,DVI,Display Port,HDMI,WiFi,Integrated Graphics,Product Page
1014,Gigabyte B360N WIFI,$340.71 USD,Gigabyte,B360N WIFI,4719331803360,889523013335.0,1151,B360,False,Mini-ITX,DDR4,32 GB,2,4,0,0.0,0.0,2.0,False,False,https://www.amazon.ca/dp/B08BSNDQ4Z?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1015,"Gigabyte B450 Aorus Elite, AMD B450",$110.49 USD,Gigabyte,B450 Aorus Elite,4719331803995,889523014653.0,AM4,B450,True,ATX,DDR4,64 GB,4,6,0,0.0,0.0,1.0,False,False,https://www.amazon.ca/dp/B07GRNSWNR?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1018,"Gigabyte B450 I Aorus Pro WiFi, AMD B450",$108.8 USD,Gigabyte,B450 I Aorus Pro WiFi,4719331803988,889523014639.0,AM4,B450,True,Mini-ITX,DDR4,32 GB,2,4,0,0.0,0.0,2.0,False,False,https://www.amazon.ca/dp/B07GPDJ9R6?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1019,Gigabyte B450M DS3H V2,$127.22 USD,Gigabyte,B450M DS3H V2,4719331810719,889523024393.0,AM4,B450,True,Micro-ATX,DDR4,128 GB,4,4,0,1.0,0.0,1.0,False,False,https://www.amazon.ca/dp/B08KWMXGQW?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1020,"Gigabyte B450M DS3H, AMD B450",$57.21 USD,Gigabyte,B450M DS3H,4719331803827,889523014196.0,AM4,B450,True,Micro-ATX,DDR4,64 GB,4,4,0,0.0,0.0,1.0,False,False,https://www.amazon.ca/dp/B07FWVJSHC?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1027,Gigabyte B550 Aorus Elite AX V2,$144.34 USD,Gigabyte,B550 AORUS ELITE AX V2,4719331809904,889523023969.0,AM4,B550,False,ATX,DDR4,128 GB,4,4,0,0.0,1.0,1.0,True,False,https://www.amazon.ca/dp/B08KGVH7YC?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1033,Gigabyte B550 Gaming X V2 Rev 1.1,$100.81 USD,Gigabyte,B550 GAMING X V2 1.1,4719331810702,889523024102.0,AM4,B550,False,ATX,DDR4,128 GB,4,4,0,1.0,0.0,1.0,False,False,https://www.amazon.ca/dp/B08LGKGBKT?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1039,Gigabyte B550M Aorus Pro P,$129.83 USD,Gigabyte,B550M AORUS PRO-P,4719331810672,889523023990.0,AM4,B550,False,Micro-ATX,DDR4,128 GB,4,4,0,0.0,1.0,1.0,False,False,https://www.amazon.ca/dp/B08L74NCPQ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1040,Gigabyte B550M DS3H,$138.56 USD,Gigabyte,B550M DS3H,4719331809416,,AM4,B550,False,Micro-ATX,DDR4,128 GB,2,4,0,1.0,0.0,1.0,False,False,https://www.amazon.ca/dp/B089FY7QT1?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1051,Gigabyte B560M DS3H V2,$114.73 USD,Gigabyte,B560M DS3H V2,4719331823719,889523028957.0,1200,B560,False,Micro-ATX,DDR4,128 GB,4,6,0,1.0,1.0,1.0,False,False,https://www.amazon.ca/dp/B09M98PY9R?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1053,GIGABYTE B650M AORUS Elite AX (rev. 1.0),$181.34 USD,Gigabyte,B650M AORUS ELITE AX,4719331849399,889523033784.0,AM5,B650,False,Micro-ATX,DDR5,128 GB,4,4,0,0.0,1.0,1.0,True,False,https://www.amazon.ca/dp/B0BH6XND27?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1054,Gigabyte B660 A Master DDR4,$172.63 USD,Gigabyte,B660 A Master DDR4,4719331829988,889523030547.0,1700,B660,False,ATX,DDR4,128 GB,4,4,0,0.0,1.0,1.0,True,False,https://www.amazon.ca/dp/B09QNVD2SW?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1058,Gigabyte B660 Gaming X AX DDR4,$208.18 USD,Gigabyte,B660 Gaming X AX DDR4,4719331835880,889523031766.0,1700,B660,False,ATX,DDR4,128 GB,4,4,0,0.0,1.0,1.0,True,False,https://www.amazon.ca/dp/B09SVZRM13?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1061,Gigabyte B660M DS3H AX DDR4,$137.08 USD,Gigabyte,B660M DS3H AX DDR4,4719331829971,889523030622.0,1700,B660,False,ATX,DDR4,128 GB,4,4,0,0.0,1.0,1.0,True,False,https://www.amazon.ca/dp/B083NMK4BB?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1062,Gigabyte B660M DS3H DDR4,$102.27 USD,Gigabyte,B660M DS3H DDR4,4719331830328,889523030523.0,1700,B660,False,Micro-ATX,DDR4,128 GB,4,4,1,0.0,2.0,1.0,False,False,https://www.amazon.ca/dp/B09QH5MFMN?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1063,Gigabyte B660M G X AX DDR4,$145.07 USD,Gigabyte,B660M G X AX DDR4,4719331831356,889523031452.0,1700,B660,False,Micro-ATX,DDR4,128 GB,4,4,0,0.0,1.0,1.0,True,False,https://www.amazon.ca/dp/B09VN131MP?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1071,Gigabyte GA-78LMT-USB3 GL/SATA3/R/USB3.0/DVI/HDMI/VGA AMD 760G,$68.18 USD,Gigabyte,GA-78LMT-USB3,4719331831134,,AM3+,760G,False,Micro-ATX,DDR3, GB,4,,,,,,False,False,https://www.amazon.ca/Gigabyte-GA-78LMT-USB3-DDR3-Micro-Motherboard/dp/B009FC3YJ8?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B009FC3YJ8
1072,Gigabyte GA-970A-UD3P GL/SATA600/R/USB3.0 970,$56.99 USD,Gigabyte,GA-970A-UD3P,4719331833176,889523012048.0,AM3+,970,False,ATX,DDR3, GB,4,,,,,,False,False,https://www.amazon.ca/Gigabyte-4xDDR3-Realtek-4xUSB3-1-Motherboard/dp/B079GRXBDJ?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B079GRXBDJ
1073,Gigabyte GA-AB350M-DS3H,$54.4 USD,Gigabyte,GA-AB350M-DS3H,4719331802769,889523012550.0,AM4,B350,True,Micro-ATX,DDR4,64 GB,4,4,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/GIGABYTE-GA-AB350M-DS3H-Ryzen-Fusion-Motherboard/dp/B079NH98GS?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B079NH98GS
1086,Gigabyte GA-X150-PLUS WS GL/USB3.0/SATA600/SATAe/M.2 C232,$160.53 USD,Gigabyte,GA-X150-PLUS WS,4719331845346,889523003770.0,1151,C232,False,ATX,DDR4, GB,4,,,,,,False,False,https://www.amazon.ca/Gigabyte-DDR4-GA-X150-PLUS-WS-Motherboard/dp/B01AG8WKOY?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01AG8WKOY
1091,Gigabyte H110-D3A BTC Edition,$83.55 USD,Gigabyte,GA-H110-D3A,4719331801847,889523010594.0,1151,H110,False,ATX,DDR4,32 GB,2,4,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/GIGABYTE-GA-H110-D3A-LGA1151-Cryptocurrency-Motherboard/dp/B073ZMZV6K?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B073ZMZV6K
1094,Gigabyte H110TN-E,$69.0 USD,Gigabyte,GA-H110TN-E,4719331827335,889523005828.0,1151,H110,False,Mini-ITX,"DDR4, SO - DIMM",32 GB,2,2,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/GIGABYTE-GA-H110TN-GSM-PLUS-1151-SO-DIMM/dp/B01H0GASBW?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01H0GASBW
1102,Gigabyte H270-HD3,$108.02 USD,Gigabyte,GA-H270-HD3,4719331847319,889523008379.0,1151,H270,False,ATX,DDR4,64 GB,4,6,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/GIGABYTE-GA-H270-HD3-LGA1151-Crossfire-Motherboard/dp/B01N2V0ATE?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01N2V0ATE
1103,Gigabyte H270N-WIFI,$122.68 USD,Gigabyte,GA-H270N-WIFI,4719331847340,889523008669.0,1151,H270,False,Mini-ITX,DDR4,32 GB,2,6,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/GIGABYTE-GA-H270N-WIFI-LGA1151-Intel-Motherboard/dp/B01N2V075M?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01N2V075M
1104,Gigabyte H310M S2H,$62.93 USD,Gigabyte,H310M S2H,4719331802936,889523013267.0,1151,H310,False,ATX,DDR4,32 GB,2,4,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/GIGABYTE-H310M-S2H-LGA1151-Motherboard/dp/B07CCGMHMC?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07CCGMHMC
1106,Gigabyte H370 Aorus Gaming 3 WIFI,$137.81 USD,Gigabyte,H370 AORUS GAMING 3 WIFI,4719331802820,889523012734.0,1151,H370,False,ATX,DDR4,64 GB,4,6,0,0.0,0.0,1.0,False,False,https://www.amazon.ca/dp/B07CCWBV2P?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1107,Gigabyte H370 HD3,$583.19 USD,Gigabyte,H370 HD3,4719331803285,889523012888.0,1151,H370,False,ATX,DDR4,64 GB,4,6,0,0.0,0.0,1.0,False,False,https://www.amazon.ca/dp/B07CCWBV37?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1108,Gigabyte H370M D3H GSM,$129.57 USD,Gigabyte,H370M D3H GSM,4719331803551,889523013779.0,1151,H370,False,Micro-ATX,DDR4,64 GB,4,6,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/dp/B07D2NV7NJ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1117,Gigabyte H610I DDR4,$175.78 USD,Gigabyte,H610I DDR4,4719331834562,889523031490.0,1700,H610,False,Mini-ITX,DDR4,64 GB,2,4,0,0.0,2.0,1.0,False,False,https://www.amazon.ca/dp/B083NK82QJ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1119,Gigabyte H610M S2H DDR4,$87.04 USD,Gigabyte,H610M S2H DDR4,4719331830427,889523030745.0,1700,H610,False,Micro-ATX,DDR4,64 GB,2,4,1,1.0,1.0,1.0,False,False,https://www.amazon.ca/dp/B09S6NQPM6?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1121,Gigabyte MD30-RS0 3xGL/SATA600/Seriell C612 E-,$353.98 USD,Gigabyte,MD30-RS0,4719331841324,,2011-3,C612,False,ATX,DDR4, GB,8,,,,,,False,False,https://www.amazon.ca/Gigabyte-MD30-RS0-10xSATA3-Mini-SAS-Motherboard/dp/B00VZLEAFE?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00VZLEAFE
1133,Gigabyte X299 UD4,$218.06 USD,Gigabyte,X299 UD4,4719331801779,889523010495.0,2066,X299,True,ATX,DDR4,128 GB,8,8,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/Gigabyte-X299-UD4-Fusion-Motherboard/dp/B073FGVR3D?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B073FGVR3D
1134,Gigabyte X299 UD4 Pro,$244.84 USD,Gigabyte,X299 UD4 PRO,4719331801977,889523011072.0,2066,X299,True,ATX,DDR4,128 GB,8,8,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/dp/B07B79CF9R?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1136,Gigabyte X299X Aorus Master,$420.11 USD,Gigabyte,X299X Aorus Master,4719331806996,889523019573.0,2066,X299,True,E-ATX,DDR4,256 GB,8,8,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/dp/B07ZYNLVLM?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1138,Gigabyte X299X Designare 10G,$599.28 USD,Gigabyte,X299X DESIGNARE 10G,889523019627,,2066,X299,True,E-ATX,DDR4,256 GB,8,8,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/dp/B07ZYNWBY3?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1140,Gigabyte X399 Aorus Xtreme,$446.69 USD,Gigabyte,X399 AORUS XTREME,4719331803896,889523014516.0,TR4,X399,True,E-ATX,DDR4,128 GB,8,6,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/GIGABYTE-X399-AORUS-Xtreme-Motherboard/dp/B07G7CCG3N?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07G7CCG3N
1142,Gigabyte X470 Aorus Gaming 5 WiFi,$174.08 USD,Gigabyte,X470 Aorus Gaming 5 WiFi,4719331802950,889523013298.0,AM4,X470,True,ATX,DDR4,64 GB,4,6,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/GIGABYTE-X470-AORUS-Gaming-Motherboard/dp/B07CBL66TK?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07CBL66TK
1143,Gigabyte X470 Aorus Gaming 7 WiFi,$210.35 USD,Gigabyte,X470 AORUS GAMING 7 WIFI,4719331802943,889523013281.0,AM4,X470,True,ATX,DDR4,64 GB,4,6,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/GIGABYTE-X470-AORUS-Gaming-Motherboard/dp/B07BVNYFM2?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07BVNYFM2
1144,"Gigabyte X470 Aorus Ultra Gaming, AMD X470",$144.85 USD,Gigabyte,X470 AORUS ULTRA GAMING,4719331802967,889523013311.0,AM4,X470,True,ATX,DDR4,64 GB,4,6,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/GIGABYTE-X470-AORUS-Gaming-Motherboard/dp/B07BZ239Z2?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07BZ239Z2
1145,"Gigabyte X570 Aorus Master, AMD X570",$317.71 USD,Gigabyte,X570 Aorus Master,4719331805654,889523017470.0,AM4,X570,True,ATX,DDR4,128 GB,4,6,0,0.0,0.0,1.0,False,False,https://www.amazon.ca/dp/B07SSM6CLC?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1146,"Gigabyte X570 Aorus Ultra, AMD X570",$282.08 USD,Gigabyte,X570 Aorus Ultra,4719331806415,889523017852.0,AM4,X570,True,ATX,DDR4,128 GB,4,6,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/dp/B07SVRZ2DX?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1148,"Gigabyte X570 UD, AMD X570",$166.83 USD,Gigabyte,X570 UD,4719331806743,889523019023.0,AM4,X570,True,ATX,DDR4,128 GB,4,6,0,0.0,0.0,1.0,False,False,https://www.amazon.ca/dp/B07WL68L6M?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1155,GIGABYTE X670E AORUS Master,$463.5 USD,Gigabyte,X670E AORUS MASTER,4719331844363,889523033272.0,AM5,X670E,False,E-ATX,DDR5,128 GB,4,6,0,0.0,1.0,1.0,True,False,https://www.amazon.ca/dp/B0BF7CL99N?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1164,Gigabyte Z170M-D3H,$108.44 USD,Gigabyte,GA-Z170M-D3H,4719331829292,889523001400.0,1151,Z170,True,Micro-ATX,DDR4,64 GB,4,6,1,1.0,0.0,1.0,False,False,https://www.amazon.ca/Gigabyte-GA-Z170M-D3H-LGA1151-Intel-Motherboard/dp/B012N6F0TO?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B012N6F0TO
1168,Gigabyte Z170X Ultra Gaming,$157.86 USD,Gigabyte,GA-Z170X-ULTRA GAMING,4719331821371,779177166399.0,1151,Z170,True,ATX,DDR4,64 GB,4,6,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/Gigabyte-LGA1151-Motherboard-GA-Z170X-Ultra-Gaming/dp/B01H74VKKK?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01H74VKKK
1174,Gigabyte Z270M-D3H,$161.03 USD,Gigabyte,GA-Z270M-D3H,4719331842352,889523007761.0,1151,Z270,True,Micro-ATX,DDR4,64 GB,4,6,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/Gigabyte-GA-Z270M-D3H-LGA1151-Crossfire-Motherboard/dp/B01N9IGECC?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01N9IGECC
1175,Gigabyte Z270N-WIFI,$144.21 USD,Gigabyte,GA-Z270N-WIFI,4719331847302,889523008645.0,1151,Z270,True,Mini-ITX,DDR4,32 GB,2,6,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/Gigabyte-GA-Z270N-WIFI-LGA1151-Mini-ITX-Motherboard/dp/B01NBNJI6T?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01NBNJI6T
1180,Gigabyte Z370 Aorus Gaming 7 + 32GB Optane,$229.65 USD,Gigabyte,Z370 AORUS GAMING 7-OP,4719331803537,889523011447.0,1151,Z370,True,ATX,DDR4,64 GB,4,6,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/GIGABYTE-Z370-AORUS-Gaming-Motherboard/dp/B075KFX627?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B075KFX627
1185,Gigabyte Z370 Aorus Ultra Gaming WiFi,$173.6 USD,Gigabyte,Z370 AORUS ULTRA GAMING WIFI,4719331802776,889523012574.0,1151,Z370,True,ATX,DDR4,64 GB,4,6,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/dp/B07BVP6JY9?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1186,Gigabyte Z370 Aorus Ultra Gaming Wifi + 32GB Optane,$253.5 USD,Gigabyte,Z370 AORUS ULTRA GAMING WIFI-OP,4719331803520,889523013816.0,1151,Z370,True,ATX,DDR4,64 GB,4,6,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/GIGABYTE-Z370-AORUS-ULTRAGAMING-Motherboard/dp/B07CQM7GV3?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07CQM7GV3
1192,Gigabyte Z390 Aorus Elite,$134.19 USD,Gigabyte,Z390 AORUS ELITE,4719331804398,889523015063.0,1151,Z390,False,ATX,DDR4, GB,4,4,0,0.0,0.0,1.0,False,False,https://www.amazon.ca/dp/B07HRWJ555?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1193,Gigabyte Z390 Aorus Master,$297.4 USD,Gigabyte,Z390 AORUS MASTER,4719331804305,889523014820.0,1151,Z390,False,ATX,DDR4, GB,4,4,0,0.0,0.0,1.0,False,False,https://www.amazon.ca/dp/B07HS4PQWK?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1195,Gigabyte Z390 Aorus Pro,$195.84 USD,Gigabyte,Z390 AORUS PRO,4719331804312,889523014806.0,1151,Z390,False,ATX,DDR4, GB,4,4,0,0.0,0.0,1.0,False,False,https://www.amazon.ca/dp/B07HRZRBRJ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1196,Gigabyte Z390 Aorus Pro WiFi,$210.35 USD,Gigabyte,Z390 AORUS PRO WIFI,4719331804299,889523014882.0,1151,Z390,False,ATX,DDR4,64 GB,4,6,0,0.0,0.0,1.0,False,False,https://www.amazon.ca/dp/B07HRZKPXM?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1197,Gigabyte Z390 Aorus Ultra,$224.86 USD,Gigabyte,Z390 AORUS ULTRA,4719331804381,889523015056.0,1151,Z390,False,ATX,DDR4,64 GB,4,6,0,0.0,0.0,1.0,False,False,https://www.amazon.ca/dp/B07HRZKSX4?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1198,Gigabyte Z390 Aorus Xtreme,$557.2 USD,Gigabyte,Z390 AORUS XTREME,4719331804602,,1151,Z390,False,ATX,DDR4,64 GB,4,6,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/Gigabyte-Z390-AORUS-LGA1151-Motherboards/dp/B07KJ8LW4B?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07KJ8LW4B
1199,Gigabyte Z390 Aorus Xtreme Waterforce,$877.7 USD,Gigabyte,Z390 AORUS XTREME WATERFORCE,4719331804862,,1151,Z390,False,E-ATX,DDR4,64 GB,4,6,0,0.0,0.0,1.0,False,False,https://www.amazon.ca/GIGABYTE-Z390-AORUS-WATERFORCE-Motherboard/dp/B07NDNMD8B?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07NDNMD8B
1201,Gigabyte Z390 Designare,$282.88 USD,Gigabyte,Z390 Designare,4719331804640,889523015544.0,1151,Z390,False,ATX,DDR4,64 GB,4,6,0,0.0,1.0,1.0,False,False,https://www.amazon.ca/dp/B07K8RJZRG?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1203,Gigabyte Z390 Gaming X,$122.49 USD,Gigabyte,Z390 GAMING X,4719331804367,889523014905.0,1151,Z390,False,ATX,DDR4, GB,4,4,0,0.0,0.0,1.0,False,False,https://www.amazon.ca/dp/B07HRZHJ6Z?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1205,Gigabyte Z390 M Gaming,$147.92 USD,Gigabyte,Z390 M GAMING,4719331804428,889523015100.0,1151,Z390,False,Micro-ATX,DDR4,64 GB,4,6,0,0.0,0.0,1.0,False,False,https://www.amazon.ca/dp/B07J9YH428?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1221,Gigabyte Z590 Aorus Pro AX,$265.58 USD,Gigabyte,Z590 AORUS PRO AX,4719331814427,889523026458.0,1200,Z590,True,ATX,DDR4,128 GB,4,6,0,0.0,1.0,0.0,True,False,https://www.amazon.ca/dp/B08W9RG6K5?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1229,Gigabyte Z590 Vision G,$115.32 USD,Gigabyte,Z590 VISION G,4719331814496,889523026267.0,1200,Z590,True,ATX,DDR4,128 GB,4,6,0,0.0,1.0,1.0,False,False,https://www.amazon.ca/dp/B08W8PH5B9?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1230,Gigabyte Z590I Aorus Ultra,$285.45 USD,Gigabyte,Z590I AORUS ULTRA,4719331814410,889523026328.0,1200,Z590,True,Mini-ITX,DDR4,64 GB,2,4,0,0.0,1.0,1.0,True,False,https://www.amazon.ca/dp/B08W8G5CCC?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1256,"MSI A320M-A Pro, socket AM4",$68.19 USD,MSI,7C51-001R,4719072663889,824142193891.0,AM4,A320,False,Micro-ATX,DDR4,32 GB,2,4,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/dp/B083GK2GXR?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1257,MSI A520M Pro,$69.73 USD,MSI,7D14-005R,4719072755492,824142226063.0,AM4,A520,False,Micro-ATX,DDR4,64 GB,2,4,1,0.0,1.0,1.0,False,False,https://www.amazon.ca/dp/B08GYF757B?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1259,MSI A520M Vector WiFi,$94.29 USD,MSI,7D14-008R,4719072752583,824142225226.0,AM4,A520,False,Micro-ATX,DDR4,64 GB,2,4,0,0.0,1.0,1.0,False,False,https://www.amazon.ca/dp/B08GXQLKVV?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1260,MSI A520M-A Pro,$72.53 USD,MSI,7C96-001R,4719072749927,824142224007.0,AM4,A520,False,Micro-ATX,DDR4,64 GB,2,4,0,1.0,0.0,1.0,False,False,https://www.amazon.ca/dp/B08GY3W5S8?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1293,MSI B360 Gaming Plus,$163.21 USD,MSI,7B22-002R,4719072562823,824142159446.0,1151,B360,False,ATX,DDR4,64 GB,4,5,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/dp/B07CBKQ75V?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1303,"MSI B365M Pro-VH, socket 1151",$71.08 USD,MSI,7C31-004R,4719072622749,824142178751.0,1151,B365,False,Micro-ATX,DDR4,32 GB,2,6,0,0.0,0.0,1.0,False,False,https://www.amazon.ca/dp/B07WCN8KSZ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1304,MSI B450 Gaming Plus,$101.55 USD,MSI,7B86-002R,4719072587062,824142167939.0,AM4,B450,True,ATX,DDR4,64 GB,4,6,0,0.0,0.0,1.0,False,False,https://www.amazon.ca/Performance-Gaming-Crossfire-Motherboard-B450/dp/B07F83RVTC?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07F83RVTC
1305,"MSI B450 Gaming Pro Carbon AC, AMD B450",$123.31 USD,MSI,7B85-001R,4719072587031,824142168073.0,AM4,B450,True,ATX,DDR4,64 GB,4,6,0,0.0,1.0,1.0,False,False,https://www.amazon.ca/dp/B07F85YKLJ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1306,MSI B450 Tomahawk Max II,$94.29 USD,MSI,7C02-014R,4719072764562,824142191699.0,AM4,B450,True,ATX,DDR4,128 GB,4,6,0,1.0,0.0,1.0,False,False,https://www.amazon.ca/dp/B07WF6ZQST?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1307,"MSI B450-A Pro Max, AMD B450-, socket AM4",$94.29 USD,MSI,7B86-022R,4719072665975,,AM4,B450,True,ATX,DDR4,64 GB,4,6,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/dp/B07XPZMKQ6?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
