,Name,Price,Producer,MPN,EAN,UPC,Width,Depth,Height,Motherboard,Power Supply,Supported GPU Length,Supported CPU Cooler Height,80mm Fans,120mm Fans,140mm Fans,200mm Fans,120mm Radiator Support,140mm Radiator Support,240mm Radiator Support,280mm Radiator Support,360mm Radiator Support,"Disk 2.5""","Disk 3.5""","Disk 2.5""/3.5""","Disk 5.25""",Primary Color(s),Window,Dust Filter,Cable Management,Noise Isolation,Product Page
785,"Lian Li LANCOOL 216 RGB, E-ATX, Midi-Tower - white",$116.05 USD,Lian Li,LANCOOL216RW,4718466012951,,235 mm,481 mm,492 mm,E-ATX,ATX,392 mm,1805 mm,0/0,0/10,1/7,0/0,0.0,0,1.0,2.0,2.0,4,0,0,,white,False,True,False,False,https://www.amazon.ca/dp/B0BN3TTBKM?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
786,"Lian Li LANCOOL II Mesh C RGB Midi-Tower, Tempered Glass - black",$153.17 USD,Lian Li,Lancool II mesh C RGB black,4718466010599,,229 mm,478 mm,494 mm,E-ATX,ATX,384 mm,176 mm,0/0,3/8,0/4,0/0,0.0,0,1.0,1.0,1.0,6,0,0,,black,True,True,False,False,https://www.amazon.ca/dp/B09MLYYT7S?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
787,"Lian Li LANCOOL II Mesh C RGB Snow Edition Midi-Tower, Tempered Glass - white",$95.74 USD,Lian Li,Lancool II mesh C RGB snow,4718466010605,,229 mm,478 mm,494 mm,E-ATX,ATX,384 mm,176 mm,0/0,3/8,0/4,0/0,0.0,0,1.0,1.0,1.0,8,0,0,,black-and-white,True,True,False,False,https://www.amazon.ca/dp/B09MLX3W5Z?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
789,"Lian Li LANCOOL II Mesh RGB Midi-Tower, Tempered Glass - white",$116.95 USD,Lian Li,Lancool II mesh RGB white,4718466009500,,229 mm,478 mm,494 mm,E-ATX,ATX,384 mm,176 mm,0/0,3/8,0/4,0/0,0.0,0,1.0,0.0,1.0,6,0,0,,white,True,True,True,False,https://www.amazon.ca/dp/B08DXQMFRG?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
790,"Lian Li LANCOOL III E-ATX, Midi-Tower - black",$189.71 USD,Lian Li,Lancool III Black,4718466011770,,238 mm,526 mm,523 mm,E-ATX,ATX,420 mm,185 mm,0/0,0/10,4/9,0/0,0.0,0,0.0,0.0,2.0,8,0,0,,black,True,False,True,False,https://www.amazon.ca/dp/B0B46BGBBN?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
792,"Lian Li LANCOOL III E-ATX, Midi-Tower, RGB - black",$209.05 USD,Lian Li,Lancool III RGB Black,4718466011794,,238 mm,526 mm,523 mm,E-ATX,ATX,420 mm,185 mm,0/0,0/10,4/9,0/0,0.0,0,0.0,0.0,2.0,8,0,0,,black,True,False,True,False,https://www.amazon.ca/dp/B0B469JRGC?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
795,Lian Li LANCOOL ONE Digital Midi-Tower - black,$94.29 USD,Lian Li,LANCOOL ONE Digital,4718466008817,,220 mm,450 mm,472 mm,E-ATX,ATX,420 mm,175 mm,0/0,2/9,0/4,0/0,1.0,0,0.0,1.0,2.0,4,2,0,,black,True,True,True,False,https://www.amazon.ca/LANCOOL-ONE-Tempered-Computer-Addressable/dp/B07H85V291?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07H85V291
797,Lian Li LANCOOL ONE Midi-Tower - black,$147.12 USD,Lian Li,LANCOOL ONE,4718466008800,,220 mm,450 mm,472 mm,E-ATX,ATX,420 mm,175 mm,0/0,2/9,0/4,0/0,1.0,0,0.0,1.0,2.0,4,2,0,,black,True,True,True,False,https://www.amazon.ca/LANCOOL-ONE-Tempered-Gaming-Computer/dp/B07H86GMRJ?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07H86GMRJ
798,"Lian Li O11 Air Mini, Midi-Tower, Tempered Glass - black",$101.55 USD,Lian Li,O11 AIR MINI BLACK,4718466010681,,288 mm,400 mm,384 mm,E-ATX,ATX,362 mm,170 mm,0/0,1/9,2/8,0/0,0.0,0,4.0,3.0,0.0,2,0,0,,black,True,True,False,False,https://www.amazon.ca/dp/B09DS85DYC?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
799,"Lian Li O11 Air Mini, Midi-Tower, Tempered Glass - white",$137.08 USD,Lian Li,O11 AIR MINI WHITE,4718466010698,,288 mm,400 mm,384 mm,E-ATX,ATX,362 mm,170 mm,0/0,1/10,2/9,0/0,0.0,0,4.0,3.0,0.0,2,0,0,,white,True,True,False,False,https://www.amazon.ca/dp/B09DS37Y11?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
801,"Lian Li O11 Dynamic EVO, Tempered Glass - black",$159.58 USD,Lian Li,O11DEX,4718466011169,,285 mm,465 mm,459 mm,E-ATX,ATX,422 mm,167 mm,0/0,0/10,0/6,0/0,0.0,0,0.0,2.0,3.0,11,4,0,,black,True,True,True,False,https://www.amazon.ca/dp/B09QHJZ7LK?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
802,"Lian Li O11 Dynamic EVO, Tempered Glass - white",$177.71 USD,Lian Li,O11DEW,4718466011176,,285 mm,465 mm,459 mm,E-ATX,ATX,422 mm,167 mm,0/0,0/10,0/6,0/0,0.0,0,0.0,2.0,3.0,11,4,0,,"grey, black, white",True,True,True,False,https://www.amazon.ca/dp/B09QHL8DNZ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
804,"Lian Li O11 Dynamic Mini, Midi-Tower, Tempered Glass - black",$120.39 USD,Lian Li,O11D MINI -X,4718466009722,,0 mm,0 mm,0 mm,ATX,,395 mm,170 mm,0/0,0/0,0/0,0/0,0.0,0,0.0,0.0,0.0,0,0,0,,black,False,False,False,False,https://www.amazon.ca/dp/B08P5X7TXF?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
805,"Lian Li O11 Dynamic Mini, Midi-Tower, Tempered Glass - white",$114.85 USD,Lian Li,O11D MINI -W,4718466009739,,269.5 mm,420 mm,380 mm,ATX,"SFX-L, SFX",395 mm,170 mm,0/0,0/0,0/0,0/0,0.0,0,0.0,1.0,2.0,2,0,0,,white,True,True,True,False,https://www.amazon.ca/dp/B08P5VZ55D?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
807,Lian Li O11Dynamic XL (ROG Certified) Midi-Tower - black,$195.84 USD,Lian Li,O11DXL-X,4718466009043,840353009837.0,285 mm,471 mm,513 mm,E-ATX,ATX,446 mm,167 mm,0/0,0/10,0/4,0/0,0.0,0,0.0,0.0,3.0,6,0,0,,black,True,True,True,False,https://www.amazon.ca/dp/B07R7DXCCH?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
809,Lian Li O11Dynamic XL (ROG Certified) Midi-Tower - white,$181.34 USD,Lian Li,O11DXL-W,4718466009050,840353009721.0,285 mm,471 mm,513 mm,E-ATX,ATX,446 mm,167 mm,0/0,0/10,0/4,0/0,0.0,0,0.0,0.0,3.0,6,0,0,,white,True,True,True,False,https://www.amazon.ca/dp/B07R4C2YQS?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
831,"Lian Li PC-O11 Air Midi-Tower, Tempered Glass - black",$139.75 USD,Lian Li,PC-O11AIR,4718466008756,840353009431.0,270 mm,476 mm,465 mm,E-ATX,ATX,420 mm,155 mm,0/2,2/12,0/4,0/0,0.0,0,0.0,0.0,0.0,6,3,0,,black,True,True,True,False,https://www.amazon.ca/dp/B07F2NPQPK?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
832,"Lian Li PC-O11 Air RGB Midi-Tower, Tempered Glass - black",$131.29 USD,Lian Li,PC-O11AIR RGB,4718466008763,,270 mm,476 mm,465 mm,E-ATX,ATX,420 mm,155 mm,0/2,5/12,0/4,0/0,0.0,0,0.0,1.0,0.0,6,3,0,,black,True,True,True,False,https://www.amazon.ca/PC-O11AIR-RGB-Tempered-Gaming-Computer/dp/B07F2RKTS5?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07F2RKTS5
833,"Lian Li PC-O11D Razer Edition Midi-Tower, Tempered Glass",$166.83 USD,Lian Li,PC-O11DRE,4718466008923,840353009608.0,272 mm,445 mm,446 mm,E-ATX,ATX,420 mm,155 mm,0/0,0/9,0/2,0/0,1.0,0,2.0,1.0,2.0,6,3,0,,black,True,True,True,False,https://www.amazon.ca/dp/B07P96XQNJ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
834,"Lian Li PC-O11DW Dynamic Midi-Tower, Tempered Glass - white",$123.31 USD,Lian Li,PC-O11DW,4718466008695,840353009370.0,272 mm,445 mm,446 mm,E-ATX,ATX,420 mm,155 mm,0/0,0/9,0/4,0/0,0.0,0,2.0,0.0,3.0,4,2,0,,black-and-white,True,True,True,False,https://www.amazon.ca/PC-O11DW-Dynamic-Tempered-Chassis-Computer/dp/B07F9TC5W7?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07F9TC5W7
835,"Lian Li PC-O11DX Dynamic Midi-Tower, Tempered Glass - black",$126.93 USD,Lian Li,PC-O11DX,4718466008633,840353009318.0,272 mm,445 mm,446 mm,E-ATX,ATX,420 mm,155 mm,0/0,0/9,0/4,0/0,0.0,0,2.0,0.0,3.0,4,2,0,,black,True,True,True,False,https://www.amazon.ca/dp/B07F2R5TFQ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
887,"Lian Li TU150WX Mini-Tower, Tempered Glass - black",$118.95 USD,Lian Li,TU150WX,4718466009067,,203 mm,375 mm,312 mm,Mini-ITX,"SFX, SFX-L",320 mm,165 mm,0/0,0/4,0/0,0/0,1.0,0,0.0,0.0,0.0,1,0,0,,black,True,True,True,False,https://www.amazon.ca/dp/B07X8Z5V53?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
889,"Montech AIR 1000 Premium, Midi-Tower, Tempered Glass - white",$118.56 USD,Montech,AIR 1000 PREMIUM WH,4710562749779,,220 mm,416 mm,495 mm,ATX,ATX,340 mm,170 mm,0/0,1/8,3/5,0/0,1.0,0,1.0,2.0,1.0,4,0,0,,white,False,True,False,False,https://www.amazon.ca/dp/B09J158MN2?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
890,"Montech AIR 1000 Premium, Midi-Tower, Tempered Glass, - black",$130.94 USD,Montech,AIR 1000 PREMIUM BK,4710562745689,,220 mm,416 mm,495 mm,ATX,ATX,340 mm,170 mm,0/0,1/8,3/5,0/0,1.0,0,1.0,2.0,1.0,4,0,0,,black,False,True,False,False,https://www.amazon.ca/dp/B09J136P5T?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
895,"Montech SKY ONE Lite, Midi-Tower, Tempered Glass - white",$97.58 USD,Montech,SKY ONE LITE WT,4710562746891,,220 mm,416 mm,490 mm,ATX,ATX,350 mm,170 mm,0/0,3/8,0/5,0/0,1.0,0,1.0,2.0,1.0,4,0,0,,white,False,True,False,False,https://www.amazon.ca/dp/B0B2CRL254?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
896,"Montech SKY TWO, Midi-Tower - black",$97.92 USD,Montech,SKY TWO BK,4710562747317,,215 mm,430 mm,490 mm,ATX,ATX,400 mm,168 mm,0/0,4/8,0/2,0/0,1.0,0,1.0,1.0,1.0,3,2,0,,black,False,True,False,False,https://www.amazon.ca/dp/B0BNT962NF?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
897,"Montech SKY TWO, Midi-Tower - white",$146.38 USD,Montech,SKY TWO WH,4710562747423,,215 mm,430 mm,490 mm,ATX,ATX,400 mm,168 mm,0/0,4/8,0/2,0/0,1.0,0,1.0,1.0,1.0,3,2,0,,white,False,True,False,False,https://www.amazon.ca/dp/B0BNTM5W5P?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
898,NZXT H200 Mini-ITX - black Window,$90.24 USD,NZXT,CA-H200B-B1,5060301694228,815671013927.0,210 mm,372 mm,349 mm,Mini-ITX,ATX,325 mm,165 mm,0/0,2/4,0/2,0/0,1.0,0,1.0,0.0,0.0,4,1,0,,black,True,True,True,False,https://www.amazon.ca/NZXT-Desktop-Computer-CA-H200B-B1-Black/dp/B07CC5M298?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07CC5M298
899,NZXT H200 Mini-ITX - black/red Window,$97.54 USD,NZXT,CA-H200B-BR,5060301694242,815671013941.0,210 mm,372 mm,349 mm,Mini-ITX,ATX,325 mm,165 mm,0/0,2/4,0/2,0/0,1.0,0,1.0,0.0,0.0,4,1,0,,black,True,True,True,False,https://www.amazon.ca/NZXT-Desktop-Computer-CA-H200B-BR-Black/dp/B07C3T1XYG?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07C3T1XYG
900,"NZXT H200 Mini-ITX, TG - black/blue Window",$94.29 USD,NZXT,CA-H200B-BL,5060301694259,815671013958.0,210 mm,372 mm,349 mm,Mini-ITX,ATX,325 mm,165 mm,0/0,2/4,0/2,0/0,1.0,0,1.0,0.0,0.0,4,1,0,,black,True,True,True,False,https://www.amazon.ca/NZXT-Desktop-Computer-CA-H200B-BL-Black/dp/B07C3T1XYH?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07C3T1XYH
901,"NZXT H200 Mini-ITX, TG - white/black Window",$93.68 USD,NZXT,CA-H200B-W1,5060301694235,815671013934.0,210 mm,372 mm,349 mm,Mini-ITX,ATX,325 mm,165 mm,0/0,2/4,0/2,0/0,1.0,0,1.0,0.0,0.0,4,1,0,,white,True,True,True,False,https://www.amazon.ca/dp/B07CC5KHPG?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
902,NZXT H200i Mini-ITX - black/red,$135.95 USD,NZXT,CA-H200W-BR,5060301693962,815671013651.0,210 mm,372 mm,349 mm,Mini-ITX,ATX,325 mm,165 mm,0/0,2/4,0/2,0/0,3.0,2,0.0,0.0,0.0,4,1,0,,black,True,True,True,False,https://www.amazon.ca/NZXT-Mini-ITX-Computer-Device-CA-H200W-BR/dp/B0776QQD4T?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0776QQD4T
903,NZXT H200i Mini-ITX - white/black Window,$152.25 USD,NZXT,CA-H200W-WB,5060301693955,815671013644.0,210 mm,372 mm,349 mm,Mini-ITX,ATX,325 mm,165 mm,0/0,2/4,0/2,0/0,3.0,2,0.0,0.0,0.0,4,1,0,,white,True,True,True,False,https://www.amazon.ca/NZXT-Mini-ITX-Computer-Device-CA-H200W-WB/dp/B0776QQD4Q?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0776QQD4Q
904,"NZXT H200i Mini-ITX, RGB, TG - black Window",$135.37 USD,NZXT,CA-H200W-BB,5060301693948,815671013637.0,210 mm,372 mm,349 mm,Mini-ITX,ATX,325 mm,165 mm,0/0,2/4,0/2,0/0,3.0,2,0.0,0.0,0.0,4,1,0,,black,True,True,True,False,https://www.amazon.ca/NZXT-Mini-ITX-Computer-Device-CA-H200W-BB/dp/B0776YPM6K?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0776YPM6K
905,"NZXT H200i Mini-ITX, RGB, TG - black/blue Window",$185.32 USD,NZXT,CA-H200W-BL,5060301693979,815671013668.0,210 mm,372 mm,349 mm,Mini-ITX,ATX,325 mm,165 mm,0/0,2/4,0/2,0/0,3.0,2,0.0,0.0,0.0,4,1,0,,black,True,True,True,False,https://www.amazon.ca/NZXT-CA-H200W-BL-Mini-ITX-Computer-Lighting/dp/B07B4KKKP4?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07B4KKKP4
906,"NZXT H210 Mini-ITX, TG - black Window",$68.9 USD,NZXT,CA-H210B-B1,5060301695133,815671014832.0,210 mm,372 mm,349 mm,Mini-ITX,"ATX, SFX",325 mm,165 mm,0/0,2/4,0/2,0/0,1.0,0,1.0,0.0,0.0,3,0,0,,black,True,True,True,False,https://www.amazon.ca/dp/B07TD9TKKZ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
907,"NZXT H210 Mini-ITX, TG - black/red Window",$64.54 USD,NZXT,CA-H210B-BR,5060301695157,815671014856.0,210 mm,372 mm,349 mm,Mini-ITX,"ATX, SFX",325 mm,165 mm,0/0,2/4,0/2,0/0,1.0,0,1.0,0.0,0.0,3,0,0,,red black,True,True,True,False,https://www.amazon.ca/dp/B07TB5QY87?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
908,"NZXT H210 Mini-ITX, TG - white Window",$68.9 USD,NZXT,CA-H210B-W1,5060301695140,815671014849.0,210 mm,372 mm,349 mm,Mini-ITX,"ATX, SFX",325 mm,165 mm,0/0,2/4,0/2,0/0,1.0,0,1.0,0.0,0.0,3,0,0,,white,True,True,True,False,https://www.amazon.ca/dp/B07T94W9YS?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
909,"NZXT H210i Mini-ITX, RGB, TG - black Window",$93.56 USD,NZXT,CA-H210i-B1,5060301695096,815671014795.0,210 mm,372 mm,349 mm,Mini-ITX,"ATX, SFX",325 mm,165 mm,0/0,2/4,0/2,0/0,1.0,0,1.0,0.0,0.0,3,0,0,,black,True,True,True,False,https://www.amazon.ca/dp/B07T81MDFP?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
910,"NZXT H210i Mini-ITX, RGB, TG - black/red Window",$108.8 USD,NZXT,CA-H210i-BR,5060301695119,815671014818.0,210 mm,372 mm,349 mm,Mini-ITX,"ATX, SFX",325 mm,165 mm,0/0,2/4,0/2,0/0,1.0,0,1.0,0.0,0.0,3,0,0,,red black,True,True,True,False,https://www.amazon.ca/dp/B07T7L74D5?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
911,"NZXT H210i Mini-ITX, RGB, TG - white Window",$94.29 USD,NZXT,CA-H210i-W1,5060301695102,815671014801.0,210 mm,372 mm,349 mm,Mini-ITX,"ATX, SFX",325 mm,165 mm,0/0,2/4,0/2,0/0,1.0,0,1.0,0.0,0.0,3,0,0,,white,True,True,True,False,https://www.amazon.ca/dp/B07TC773SV?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
912,NZXT H400 Micro-ATX - black Window,$102.7 USD,NZXT,CA-H400B-B1,5060301694181,,210 mm,421 mm,417 mm,Micro-ATX,ATX,411 mm,164 mm,0/0,3/5,0/4,0/0,1.0,0,0.0,2.0,0.0,4,1,0,,black,True,True,True,False,https://www.amazon.ca/NZXT-Desktop-Computer-CA-H400B-B1-Black/dp/B07CC5LTCB?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07CC5LTCB
914,NZXT H400 Micro-ATX - black/red Window,$87.04 USD,NZXT,CA-H400B-BR,5060301694204,,210 mm,421 mm,417 mm,Micro-ATX,ATX,411 mm,164 mm,0/0,3/5,0/4,0/0,1.0,0,0.0,2.0,0.0,4,1,0,,black,True,True,True,False,https://www.amazon.ca/NZXT-Desktop-Computer-CA-H400B-BR-Black/dp/B07C3DVWLP?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07C3DVWLP
915,NZXT H400 Micro-ATX - white/black Window,$101.55 USD,NZXT,CA-H400B-W1,5060301694198,,210 mm,421 mm,393 mm,Micro-ATX,ATX,411 mm,164 mm,0/0,3/5,0/4,0/0,3.0,2,0.0,0.0,0.0,4,1,0,,white,True,True,True,False,https://www.amazon.ca/NZXT-Desktop-Computer-CA-H400B-W1-White/dp/B07C3DWC9F?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07C3DWC9F
916,NZXT H400i Micro-ATX - black Window,$137.81 USD,NZXT,CA-H400W-BB,5060301693894,,210 mm,421 mm,417 mm,Micro-ATX,ATX,411 mm,164 mm,0/0,3/5,0/4,0/0,3.0,2,0.0,0.0,0.0,4,1,0,,black,True,True,True,False,https://www.amazon.ca/NZXT-H400i-Micro-ATX-Computer-CA-H400W-BB/dp/B0762W5GM4?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0762W5GM4
917,NZXT H400i Micro-ATX - black/blue Window,$208.65 USD,NZXT,CA-H400W-BL,5060301693986,,210 mm,421 mm,417 mm,Micro-ATX,ATX,411 mm,164 mm,0/0,3/5,0/4,0/0,3.0,2,0.0,0.0,0.0,4,1,0,,black,True,True,True,False,https://www.amazon.ca/NZXT-Micro-ATX-Computer-CA-H400W-BL-Black/dp/B077JD1GLV?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B077JD1GLV
918,NZXT H400i Micro-ATX - black/red Window,$115.2 USD,NZXT,CA-H400W-BR,5060301693887,,210 mm,421 mm,417 mm,Micro-ATX,ATX,411 mm,164 mm,0/0,3/5,0/4,0/0,3.0,2,0.0,0.0,0.0,4,1,0,,black,True,True,True,False,https://www.amazon.ca/NZXT-H400i-Micro-ATX-Computer-CA-H400W-BR/dp/B0762SG7JL?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0762SG7JL
919,NZXT H400i Micro-ATX - white/black Window,$116.05 USD,NZXT,CA-H400W-WB,5060301693870,,210 mm,421 mm,417 mm,Micro-ATX,ATX,411 mm,164 mm,0/0,3/5,0/4,0/0,3.0,2,0.0,0.0,0.0,4,1,0,,white,True,True,True,False,https://www.amazon.ca/NZXT-H400i-Micro-ATX-Computer-CA-H400W-WB/dp/B0762T54FD?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0762T54FD
920,NZXT H440 Envyus Midi-Tower - black,$166.41 USD,NZXT,CA-H442W-EN,5060301693153,,220 mm,480 mm,513 mm,ATX,ATX,428 mm,180 mm,0/0,3/7,1/5,0/0,0.0,1,0.0,2.0,2.0,7,6,0,,black,True,True,True,False,https://www.amazon.ca/NZXT-Envyus-Steel-Computer-CA-H442W-EN/dp/B01H371LVE?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01H371LVE
923,NZXT H440 V2 Midi-Tower - black Window,$108.8 USD,NZXT,CA-H442W-M8,5060301692927,,220 mm,480 mm,512 mm,ATX,ATX,428 mm,180 mm,0/0,3/7,1/5,0/0,,,,,,8,11,0,,black,True,False,True,False,https://www.amazon.ca/NZXT-Tower-Matte-Black-CA-H442W-M8/dp/B015401JQY?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B015401JQY
925,NZXT H440 V2 Midi-Tower - black/red Window,$94.29 USD,NZXT,CA-H442W-M1,5060301692934,,220 mm,480 mm,512 mm,ATX,ATX,428 mm,180 mm,0/0,3/7,1/5,0/0,,,,,,8,11,0,,black,True,True,True,False,https://www.amazon.ca/NZXT-TowerComputer-Black-Window-CA-H442W-M1/dp/B015401I06?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B015401I06
927,NZXT H440 V2 Midi-Tower - white/black Window,$108.8 USD,NZXT,CA-H442W-W1,5060301693320,,220 mm,480 mm,512 mm,ATX,ATX,428 mm,180 mm,0/0,3/7,1/5,0/0,,,,,,8,11,0,,white,True,False,True,False,https://www.amazon.ca/NZXT-Tower-Computer-White-CA-H442W-W1/dp/B017C11594?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B017C11594
928,NZXT H500 Midi-Tower - black Window,$92.2 USD,NZXT,CA-H500B-B1,5060301694051,815671013743.0,210 mm,428 mm,460 mm,ATX,ATX,381 mm,165 mm,0/0,2/4,0/3,0/0,1.0,0,0.0,1.0,0.0,2,2,0,,black,True,True,True,False,https://www.amazon.ca/NZXT-H500-Computer-CA-H500B-B1-Black/dp/B07C3DWCDC?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07C3DWCDC
929,NZXT H500 Midi-Tower - black/blue Window,$116.18 USD,NZXT,CA-H500B-BL,5060301694082,,210 mm,428 mm,460 mm,ATX,ATX,381 mm,165 mm,0/0,2/4,0/3,0/0,1.0,0,0.0,1.0,0.0,2,2,0,,black,True,True,True,False,https://www.amazon.ca/NZXT-H500-Computer-CA-H500B-BL-Black/dp/B07C3PJ4YG?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07C3PJ4YG
930,NZXT H500 Midi-Tower - black/red Window,$75.76 USD,NZXT,CA-H500B-BR,5060301694075,,210 mm,428 mm,460 mm,ATX,ATX,381 mm,165 mm,0/0,2/4,0/3,0/0,1.0,0,0.0,1.0,0.0,2,2,0,,black,True,True,True,False,https://www.amazon.ca/NZXT-H500-Computer-CA-H500B-BR-Black/dp/B07CC5FVF5?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07CC5FVF5
931,NZXT H500 Midi-Tower - white Window,$88.85 USD,NZXT,CA-H500B-W1,5060301694068,815671013750.0,210 mm,428 mm,460 mm,ATX,ATX,381 mm,165 mm,0/0,2/4,0/3,0/0,1.0,0,0.0,1.0,0.0,2,2,0,,white,True,True,True,False,https://www.amazon.ca/NZXT-Computer-CA-H500B-W1-White-Black/dp/B07C3SQP9V?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07C3SQP9V
932,"NZXT H500 Overwatch Special Edition Midi-Tower, TG - black/orange Window",$173.42 USD,NZXT,CA-H500B-OW,5060301694884,815671014580.0,210 mm,428 mm,460 mm,ATX,ATX,381 mm,165 mm,0/0,2/4,0/3,0/0,1.0,0,1.0,1.0,0.0,2,2,0,,black,True,True,True,False,https://www.amazon.ca/dp/B07NY28MZW?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
