,Name,Price,Producer,MPN,EAN,UPC,Ram Type,Size,Clock,Timings,Sticks,Product Page
675,Corsair Vengeance DDR3-1600 CL10,$79.78 USD,Corsair,CMZ16GX3M2A1600C10,843591012904,,DDR3-1600,16 GB,1600,,2,https://www.amazon.ca/dp/B006EWUO22?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
678,Corsair Vengeance DDR3-1600 CL9,$38.44 USD,Corsair,CMZ4GX3M2A1600C9B,843591012362,,DDR3-1600,4 GB,1600,,2,https://www.amazon.ca/Corsair-Vengeance-Desktop-Memory-CMZ4GX3M2A1600C9B/dp/B005J5VQWW?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B005J5VQWW
679,Corsair Vengeance DDR3-1600 CL9,$43.52 USD,Corsair,CMZ8GX3M2A1600C9,843591010801,,DDR3-1600,8 GB,1600,,2,https://www.amazon.ca/dp/B004CRSM4I?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
680,Corsair Vengeance DDR3-1600 CL9,$54.58 USD,Corsair,CML8GX3M1A1600C9,843591036740,843591036740.0,DDR3-1600,8 GB,1600,,1,https://www.amazon.ca/Corsair-Vengeance-Desktop-Memory-CML8GX3M1A1600C9/dp/B009YOKAZI?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B009YOKAZI
681,Corsair Vengeance DDR3-1600 CL9,$58.75 USD,Corsair,CMZ12GX3M3A1600C9,843591010863,,DDR3-1600,12 GB,1600,,3,https://www.amazon.ca/dp/B004CRSM4S?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
682,Corsair Vengeance DDR3-1600 CL9,$97.92 USD,Corsair,CMZ16GX3M4A1600C9,843591011372,843591011372.0,DDR3-1600,16 GB,1600,,4,https://www.amazon.ca/Corsair-CMZ16GX3M4A1600C9-240-Pin-Vengeance-Channel/dp/B004E0ZKLQ?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B004E0ZKLQ
683,Corsair Vengeance DDR3-1600 CL9 Low Profile,$45.68 USD,Corsair,CML8GX3M2A1600C9,843591014298,,DDR3-1600,8 GB,1600,,2,https://www.amazon.ca/Vengeance-1600mhz-Pc3-12800-9-9-9-24-Unbuffer/dp/B00569K7LM?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00569K7LM
684,Corsair Vengeance LED blue DDR4-3000 CL15,$123.63 USD,Corsair,CMU16GX4M2C3000C15B,843591095556,843591095556.0,DDR4-3000,16 GB,3000,,2,https://www.amazon.ca/CORSAIR-Vengeance-3000MHz-Desktop-Memory/dp/B01LZ5VSIH?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01LZ5VSIH
685,Corsair Vengeance LED blue DDR4-3000 CL15,$250.36 USD,Corsair,CMU32GX4M2C3000C15B,843591095570,843591095570.0,DDR4-3000,32 GB,3000,,1,https://www.amazon.ca/CORSAIR-VENGEANCE-2x16GB-3000MHz-Desktop/dp/B01LWK6P9H?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01LWK6P9H
686,Corsair Vengeance LED blue DDR4-3000 CL15,$297.26 USD,Corsair,CMU32GX4M4C3000C15B,843591095594,843591095594.0,DDR4-3000,32 GB,3000,,4,https://www.amazon.ca/Corsair-Vengeance-4x8GB-PC4-24000-Systems/dp/B01LZTFC01?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01LZTFC01
687,Corsair Vengeance LED blue DDR4-3200 CL16,$283.88 USD,Corsair,CMU32GX4M2C3200C16B,843591095587,843591095587.0,DDR4-3200,32 GB,3200,,1,https://www.amazon.ca/CORSAIR-Vengeance-2x16GB-3200MHz-Desktop/dp/B01LWVVYHL?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01LWVVYHL
688,Corsair Vengeance LED blue DDR4-3200 CL16,$319.04 USD,Corsair,CMU32GX4M4C3200C16B,843591095600,843591095600.0,DDR4-3200,32 GB,3200,,4,https://www.amazon.ca/CORSAIR-VENGEANCE-3200MHz-Desktop-Memory/dp/B01M0CZ83K?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01M0CZ83K
689,Corsair Vengeance LED blue DDR4-3200 CL16,$543.23 USD,Corsair,CMU64GX4M4C3200C16B,843591095624,843591095624.0,DDR4-3200,64 GB,3200,,1,https://www.amazon.ca/CORSAIR-VENGEANCE-4x16GB-3200MHz-Desktop/dp/B01LXJDEOA?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01LXJDEOA
690,Corsair Vengeance LED red DDR4-2666 CL16,$121.06 USD,Corsair,CMU16GX4M2A2666C16R,843591090230,843591090230.0,DDR4-2666,16 GB,2666,,2,https://www.amazon.ca/CORSAIR-Vengeance-2666MHz-Desktop-Memory/dp/B01HKF56JW?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01HKF56JW
691,Corsair Vengeance LED red DDR4-3000 CL15,$159.58 USD,Corsair,CMU16GX4M2C3000C15R,843591090254,843591090254.0,DDR4-3000,16 GB,3000,,2,https://www.amazon.ca/CORSAIR-VENGEANCE-3000MHz-Desktop-Memory/dp/B01HKF3T8C?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01HKF3T8C
692,Corsair Vengeance LED red DDR4-3000 CL15,$262.77 USD,Corsair,CMU32GX4M2C3000C15R,843591090339,,DDR4-3000,32 GB,3000,,1,https://www.amazon.ca/CORSAIR-Vengeance-2x16GB-3000MHz-Desktop/dp/B01HKF4FNK?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01HKF4FNK
693,Corsair Vengeance LED red DDR4-3000 CL15,$285.91 USD,Corsair,CMU32GX4M4C3000C15R,843591090414,843591090414.0,DDR4-3000,32 GB,3000,,4,https://www.amazon.ca/CORSAIR-VENGEANCE-3000MHz-Desktop-Memory/dp/B01HKF4O90?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01HKF4O90
695,Corsair Vengeance LED red DDR4-3200 CL16,$295.79 USD,Corsair,CMU32GX4M2C3200C16R,843591090353,843591090353.0,DDR4-3200,32 GB,3200,,1,https://www.amazon.ca/CORSAIR-VENGEANCE-2x16GB-3200MHz-Desktop/dp/B01HKF48FU?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01HKF48FU
696,Corsair Vengeance LED red DDR4-3200 CL16,$645.09 USD,Corsair,CMU64GX4M4C3200C16R,843591090773,843591090773.0,DDR4-3200,64 GB,3200,,1,https://www.amazon.ca/CORSAIR-VENGEANCE-4x16GB-3200MHz-Desktop/dp/B01HKF438C?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01HKF438C
699,Corsair Vengeance LED Series,$135.55 USD,Corsair,CMU16GX4M2A2666C16,843591090223,843591090223.0,DDR4-2666,16 GB,2666,16-18-18-35,2,https://www.amazon.ca/dp/B01HKF59I0?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
700,Corsair Vengeance LED white DDR4-3000 CL15,$139.74 USD,Corsair,CMU16GX4M2C3000C15,843591090247,843591090247.0,DDR4-3000,16 GB,3000,,2,https://www.amazon.ca/CORSAIR-Vengeance-3000MHz-Desktop-Memory/dp/B01HKF4ZUI?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01HKF4ZUI
701,Corsair Vengeance LED white DDR4-3000 CL15,$275.13 USD,Corsair,CMU32GX4M4C3000C15,843591090407,843591090407.0,DDR4-3000,32 GB,3000,,4,https://www.amazon.ca/CORSAIR-VENGEANCE-3000MHz-Desktop-Memory/dp/B01HKF4HVK?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01HKF4HVK
702,Corsair Vengeance LED white DDR4-3000 CL15,$332.47 USD,Corsair,CMU32GX4M2C3000C15,843591090322,843591090322.0,DDR4-3000,32 GB,3000,,1,https://www.amazon.ca/CORSAIR-Vengeance-2x16GB-3000MHz-Desktop/dp/B01HKF3ZPY?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01HKF3ZPY
703,Corsair Vengeance LED white DDR4-3200 CL16,$566.17 USD,Corsair,CMU64GX4M4C3200C16,843591090766,843591090766.0,DDR4-3200,64 GB,3200,,1,https://www.amazon.ca/CORSAIR-VENGEANCE-4x16GB-3200MHz-Desktop/dp/B01HKF4NK0?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01HKF4NK0
705,Corsair Vengeance LED white DDR4-3466 CL16,$402.55 USD,Corsair,CMU32GX4M4C3466C16,843591090957,843591090957.0,DDR4-3466,32 GB,3466,,4,https://www.amazon.ca/CORSAIR-VENGEANCE-3466MHz-Desktop-Memory/dp/B01HKF42JC?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01HKF42JC
706,Corsair Vengeance LP DDR3-1600 CL10,$36.26 USD,Corsair,CML8GX3M1A1600C10,843591024952,,DDR3-1600,8 GB,1600,,1,https://www.amazon.ca/dp/B008E3M4TU?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
707,Corsair Vengeance LP DDR3-1600 CL9,$28.28 USD,Corsair,CML4GX3M1A1600C9,843591016650,843591016650.0,DDR3-1600,4 GB,1600,,1,https://www.amazon.ca/dp/B005W2A5M4?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
708,Corsair Vengeance LPX,$189.21 USD,Corsair,CMK16GX4M2D3200C16,843591097901,843591097901.0,DDR4-3200,16 GB,3200,16-19-19-36,2,https://www.amazon.ca/Corsair-Vengeance-2x8GB-1-35V-CMK16GX4M2D3200C16/dp/B0711BS87T?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0711BS87T
709,Corsair Vengeance LPX Black DDR4-2133 CL13,$152.32 USD,Corsair,CMK32GX4M4A2133C13,843591055062,,DDR4-2133,32 GB,2133,,4,https://www.amazon.ca/dp/B00PLER4HW?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
711,Corsair Vengeance LPX Black DDR4-3200 CL16,$122.06 USD,Corsair,CMK32GX4M4B3200C16,843591072816,,DDR4-3200,32 GB,3200,,4,https://www.amazon.ca/dp/B017NW5RW8?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
712,Corsair Vengeance LPX blue DDR4-2133 CL13,$92.38 USD,Corsair,CMK16GX4M4A2133C13B,843591056601,843591056601.0,DDR4-2133,16 GB,2133,,4,https://www.amazon.ca/Corsair-CMK16GX4M4A2133C13B-Vengeance-2133MHz-Systems/dp/B00PLER55S?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00PLER55S
713,Corsair Vengeance LPX Blue DDR4-2400 CL14,$114.37 USD,Corsair,CMK16GX4M4A2400C14B,843591056595,,DDR4-2400,16 GB,2400,,4,https://www.amazon.ca/Corsair-Vengeance-2400MHz-PC4-19200-Memory/dp/B00T7XSHPG?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00T7XSHPG
716,Corsair Vengeance LPX DDR4-2800 CL16 - red,$192.5 USD,Corsair,CMK16GX4M4A2800C16R,843591055413,843591055413.0,DDR4-2800,16 GB,2800,,4,https://www.amazon.ca/Corsair-Vengeance-2800MHz-Memory-Systems/dp/B00MPIEECU?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00MPIEECU
718,Corsair Vengeance LPX DDR4-2800 red CL16,$97.27 USD,Corsair,CMK8GX4M2A2800C16R,843591070829,,DDR4-2800,8 GB,2800,,2,https://www.amazon.ca/Corsair-CMK8GX4M2A2800C16R-Vengeance-2800MHz-Systems/dp/B015HDO474?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B015HDO474
720,Corsair Vengeance LPX DDR4-2800 black CL16,$97.66 USD,Corsair,CMK8GX4M2A2800C16,843591070836,,DDR4-2800,8 GB,2800,,2,https://www.amazon.ca/Corsair-CMK8GX4M2A2800C16-Vengeance-2800MHz-Systems/dp/B015HDO33E?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B015HDO33E
721,Corsair Vengeance LPX Red DDR4-3000 CL15,$192.99 USD,Corsair,CMK16GX4M4B3000C15R,843591056267,,DDR4-3000,16 GB,3000,,4,https://www.amazon.ca/Corsair-CMK16GX4M4B3000C15R-Vengeance-3000MHz-PC4-24000/dp/B00QXT62IG?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00QXT62IG
722,"Corsair Vengeance LPX red + AF, DDR4-3600, CL 16 - 32 GB Quad Kit",$491.4 USD,Corsair,CMK32GX4M4B3600C16R,843591087278,,DDR4-3600,32 GB,3600,16-16-16-36,4,https://www.amazon.ca/Corsair-CMK32GX4M4B3600C16R-Vengeance-PC4-28800-Memory/dp/B01CYILVQ2?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01CYILVQ2
725,"Corsair Vengeance LPX red + AF, DDR4-3733, CL 17 - 16 GB Dual Kit",$229.94 USD,Corsair,CMK16GX4M2B3733C17R,843591089425,843591089425.0,DDR4-3733,16 GB,3733,17-19-19-39,2,https://www.amazon.ca/Corsair-CMK16GX4M2B3733C17R-Vengeance-Memory-Airflow/dp/B01ET6XV24?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01ET6XV24
726,"Corsair Vengeance LPX red + AF, DDR4-3733, CL 17 - 32 GB Quad Kit",$508.24 USD,Corsair,CMK32GX4M4B3733C17R,843591088534,,DDR4-3733,32 GB,3733,17-19-19-39,4,https://www.amazon.ca/Corsair-CMK32GX4M4B3733C17R-Vengeance-3733MHz-Memory/dp/B01ET6XY4O?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01ET6XY4O
735,Corsair Vengeance LPX red DDR4-2133MHz CL13,$39.89 USD,Corsair,CMK8GX4M2A2133C13R,843591069687,,DDR4-2133,8 GB,2133,,2,https://www.amazon.ca/dp/B0123ZAYIW?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
736,Corsair Vengeance LPX red DDR4-3200 CL16,$150.15 USD,Corsair,CMK32GX4M2B3200C16R,843591070508,,DDR4-3200,32 GB,3200,,1,https://www.amazon.ca/dp/B01ARHF6Z4?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
737,Corsair Vengeance LPX red DDR4-3200MHz CL16,$101.55 USD,Corsair,CMK8GX4M2B3200C16R,843591069977,,DDR4-3200,8 GB,3200,,2,https://www.amazon.ca/Corsair-Vengeance-2x4GB-DDR4-1-35V/dp/B0123ZBULW?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0123ZBULW
738,Corsair Vengeance LPX black,$38.44 USD,Corsair,CMK16GX4M2E3200C16,840006608530,,DDR4-3200,16 GB,3200,16-18-18-36,2,https://www.amazon.ca/dp/B07RS1G6XW?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
739,Corsair Vengeance LPX black,$39.89 USD,Corsair,CMK16GX4M2D3600C18,840006612971,,DDR4-3600,16 GB,3600,18-22-22-42,2,https://www.amazon.ca/dp/B07RM39V5F?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
740,Corsair Vengeance LPX black,$47.14 USD,Corsair,CMK16GX4M2Z2400C16,843591025058,843591025058.0,DDR4-2400,16 GB,2400,16-16-16-39,2,https://www.amazon.ca/dp/B06XDBJ6NR?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
741,Corsair Vengeance LPX black,$50.77 USD,Corsair,CMK16GX4M2Z3600C18,843591082006,,DDR4-3600,16 GB,3600,18-22-22-42,2,https://www.amazon.ca/dp/B07FBVYFKH?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
742,Corsair Vengeance LPX black,$75.42 USD,Corsair,CMK32GX4M2E3200C16,840006608547,,DDR4-3200,32 GB,3200,16-20-20-38,2,https://www.amazon.ca/dp/B07RW6Z692?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
743,Corsair Vengeance LPX black,$123.31 USD,Corsair,CMK64GX4M2E3200C16,840006619208,,DDR4-3200,64 GB,3200,16-20-20-38,2,https://www.amazon.ca/dp/B07Y4ZZ7LQ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
744,Corsair Vengeance LPX black,$138.87 USD,Corsair,CMK64GX4M2D3000C16,840006612902,,DDR4-3000,64 GB,3000,16-20-20-38,2,https://www.amazon.ca/dp/B07VQJ9NPB?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
745,Corsair Vengeance LPX black,$165.65 USD,Corsair,CMK64GX4M4E3200C16,840006623304,,DDR4-3200,64 GB,3200,16-20-20-38,4,https://www.amazon.ca/dp/B085SNLSX3?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
746,Corsair Vengeance LPX black,$402.58 USD,Corsair,CMK128GX4M4A2666C16,840006615903,,DDR4-2666,128 GB,2666,16-18-18-35,4,https://www.amazon.ca/dp/B07V7WZ2H6?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
747,Corsair Vengeance LPX black,$420.71 USD,Corsair,CMK64GX4M4B3200C16,843591070539,,DDR4-3200,64 GB,3200,15-15-15-36,4,https://www.amazon.ca/dp/B016ORTUIA?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
748,Corsair Vengeance LPX black + AF,$206.72 USD,Corsair,CMK32GX4M4B3600C18,843591084468,,DDR4-3600,32 GB,3600,18-19-19-39,4,https://www.amazon.ca/dp/B01AKWV600?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
749,"Corsair Vengeance LPX black + AF, DDR4-3600, CL 18 - 16 GB Quad Kit",$266.21 USD,Corsair,CMK16GX4M4B3600C18,843591072885,843591072885.0,DDR4-3600,16 GB,3600,18-19-19-39,4,https://www.amazon.ca/Corsair-Vengeance-3600MHz-Memory-CMK16GX4M4B3600C18/dp/B017NW5UKW?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B017NW5UKW
750,"Corsair Vengeance LPX black + AF, DDR4-3600, CL 18 - 8 GB Dual Kit",$137.09 USD,Corsair,CMK8GX4M2B3600C18,843591070034,,DDR4-3600,8 GB,3600,18-19-19-39,2,https://www.amazon.ca/Corsair-CMK8GX4M2B3600C18-Vengeance-3600MHz-Systems/dp/B0143UM7WG?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0143UM7WG
751,"Corsair Vengeance LPX black + AF, DDR4-3733, CL 17 - 16 GB Quad Kit",$261.13 USD,Corsair,CMK16GX4M4B3733C17,843591072861,843591072861.0,DDR4-3733,16 GB,3733,17-19-19-39,4,https://www.amazon.ca/Corsair-Vengeance-3733MHz-Memory-CMK16GX4M4B3733C17/dp/B019HVQSA8?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B019HVQSA8
756,Corsair Vengeance LPX black DDR4-2133 CL13,$293.77 USD,Corsair,CMK64GX4M4A2133C13,843591069595,,DDR4-2133,64 GB,2133,,1,https://www.amazon.ca/dp/B017NW5JR6?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
757,Corsair Vengeance LPX black DDR4-2133MHz CL13,$52.95 USD,Corsair,CMK8GX4M2A2133C13,843591069649,,DDR4-2133,8 GB,2133,,2,https://www.amazon.ca/Corsair-DDR4-2133MHz-Systems-17000/dp/B0123ZAUAO?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0123ZAUAO
758,Corsair Vengeance LPX Series blue DDR4-2666,$133.56 USD,Corsair,CMK32GX4M4A2666C16B,843591056533,,DDR4-2666,32 GB,2666,16-18-18-35,4,https://www.amazon.ca/dp/B00PC9H61A?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
759,Corsair Vengeance LPX Series red,$130.56 USD,Corsair,CMK32GX4M2B3000C15R,843591071215,843591071215.0,DDR4-3000,32 GB,3000,15-17-17-35,2,https://www.amazon.ca/dp/B01B1H2STG?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
761,"Corsair Vengeance LPX Series red DDR4-2400, CL14 - 16 GB Kit",$86.21 USD,Corsair,CMK16GX4M4A2400C14R,843591054928,,DDR4-2400,16 GB,2400,14-16-16-31,4,https://www.amazon.ca/dp/B00PC9H6BK?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
763,Corsair Vengeance LPX Series red DDR4-2666,$133.81 USD,Corsair,CMK32GX4M4A2666C16R,843591056434,,DDR4-2666,32 GB,2666,16-18-18-35,4,https://www.amazon.ca/dp/B00PC9H6TM?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
764,"Corsair Vengeance LPX Series red DDR4-2666, CL16 - 8 GB Kit",$42.22 USD,Corsair,CMK8GX4M2A2666C16R,843591069670,,DDR4-2666,8 GB,2666,16-18-18-35,2,https://www.amazon.ca/dp/B0123ZB990?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
767,Corsair Vengeance LPX Series black,$39.89 USD,Corsair,CMK16GX4M1A2666C16,843591084260,843591084260.0,DDR4-2666,16 GB,2666,15-15-15-36,1,https://www.amazon.ca/dp/B019HVO62A?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
768,Corsair Vengeance LPX Series black,$47.14 USD,Corsair,CMK16GX4M2B3000C15,843591070010,,DDR4-3000,16 GB,3000,15-17-17-35,2,https://www.amazon.ca/dp/B0134EW7G8?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
769,Corsair Vengeance LPX Series black,$49.92 USD,Corsair,CMK16GX4M2D3000C16,843591077552,,DDR4-3000,16 GB,3000,16-18-18-36,2,https://www.amazon.ca/dp/B07B2Y1N8B?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
770,Corsair Vengeance LPX Series black,$79.78 USD,Corsair,CMK32GX4M2A2666C16,843591069557,843591069557.0,DDR4-2666,32 GB,2666,16-18-18-35,2,https://www.amazon.ca/dp/B0134EW44S?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
771,Corsair Vengeance LPX Series black,$187.6 USD,Corsair,CMK64GX4M2A2666C16,840006615965,,DDR4-2666,64 GB,2666,16-18-18-35,2,https://www.amazon.ca/dp/B07V6ST94W?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
772,Corsair Vengeance LPX Series black DDR4-2133,$39.89 USD,Corsair,CMK16GX4M2A2133C13,843591069656,,DDR4-2133,16 GB,2133,13-15-15-28,2,https://www.amazon.ca/dp/B0123ZCD36?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
773,Corsair Vengeance LPX Series black DDR4-2133,$76.16 USD,Corsair,CMK32GX4M2A2133C13,843591070621,,DDR4-2133,32 GB,2133,13-15-15-28,2,https://www.amazon.ca/dp/B0196QNBU4?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
774,Corsair Vengeance LPX Series black DDR4-2400,$39.89 USD,Corsair,CMK16GX4M2A2400C16,843591082549,843591082549.0,DDR4-2400,16 GB,2400,16-16-16-39,2,https://www.amazon.ca/dp/B017NW5NZY?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
775,Corsair Vengeance LPX Series black DDR4-2400,$40.35 USD,Corsair,CMK8GX4M2A2400C14,843591057523,,DDR4-2400,8 GB,2400,14-16-16-31,2,https://www.amazon.ca/dp/B00S51XM5Q?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
776,Corsair Vengeance LPX Series black DDR4-2400,$425.8 USD,Corsair,CMK128GX4M8A2400C14,843591067416,,DDR4-2400,128 GB,2400,14-16-16-31,8,https://www.amazon.ca/Corsair-Vengeance-2400MHz-Memory-CMK128GX4M8A2400C14/dp/B00YLZWVBQ?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00YLZWVBQ
777,Corsair Vengeance LPX Series black DDR4-2666,$50.77 USD,Corsair,CMK16GX4M2A2666C16,843591069618,843591069618.0,DDR4-2666,16 GB,2666,16-18-18-35,2,https://www.amazon.ca/dp/B0123ZC44Y?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
778,Corsair Vengeance LPX Series black DDR4-2666,$52.95 USD,Corsair,CMK8GX4M2A2666C16,843591069540,,DDR4-2666,8 GB,2666,16-18-18-35,2,https://www.amazon.ca/dp/B0123ZB70Q?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
779,Corsair Vengeance LPX Series black DDR4-2666,$84.11 USD,Corsair,CMK16GX4M4A2666C16,843591055635,,DDR4-2666,16 GB,2666,16-18-18-35,4,https://www.amazon.ca/Corsair-Vengeance-PC4-21300-2666MHz-CMK16GX4M4A2666C16/dp/B00NMJJXU4?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00NMJJXU4
780,Corsair Vengeance LPX Series black DDR4-2666,$119.68 USD,Corsair,CMK32GX4M4A2666C16,843591055642,,DDR4-2666,32 GB,2666,16-18-18-35,4,https://www.amazon.ca/dp/B00OTJZTZE?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
781,Corsair Vengeance LPX Series black DDR4-3000,$50.96 USD,Corsair,CMK8GX4M2C3000C16,843591074735,,DDR4-3000,8 GB,3000,16-18-18-36,2,https://www.amazon.ca/dp/B077ZFCWJW?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
